Sat Jun 13 04:28:25 PDT 2015,sun.util.calendar.ZoneInfo[id="America/Los_Angeles",offset=-28800000,dstSavings=3600000,useDaylight=true,transitions=185,lastRule=java.util.SimpleTimeZone[id=America/Los_Angeles,offset=-28800000,dstSavings=3600000,useDaylight=true,startYear=0,startMode=3,startMonth=2,startDay=8,startDayOfWeek=1,startTime=7200000,startTimeMode=0,endMode=3,endMonth=10,endDay=1,endDayOfWeek=1,endTime=7200000,endTimeMode=0]]
Score,Message Content
0.0,"""RT @961122com: 150613 영등포 팬싸 프리뷰 @pledis_17 아 어떡해ㅠㅠㅠㅠㅠㅠ 토끼 머리띠 씌워주신 분 제가 진심으로 사랑해요ㅠㅠㅠㅠㅠ #세븐틴 #우지 #아낀다 #Adore_U http://t.co/VP4OfU95fg"""
0.0,"""@bomieyn hiks:')"""
0.0,"""RT @faededvibes: Ik ben zooo moe maar kan echt niet slapen"""
36.17629114825876,"""RT @zaheera_zahy: Trust yourself. You've survived a lot, and you'll strongly survive whatever is coming."""
26.79330764189934,"""@J_AnneManalac Nope. Still 3 more to goo. I finish on Friday. So yeah can't wait. :))"""
59.30240784101652,"""rt Hack to help get birthday present. $3 free here - - Spend here -"""
6.311048307504377,"""#LaVoz es ideal para los sabados perrunos"""
0.0,"""RT @Littlefinger51: ألطف مواساة:"طيب إضحك عشاني"."""
0.0,"""RT @EliasMattaW: #LetemenARosales por eso lo inhabilitan. #AlZulianadaLoDetiene hoy marchamos por el regreso de Manuel Rosales http://t.co/…"""
3.2202192330259316,"""RT @CouriraLyon: RECORD BATTU ! Nous étions 150 ce soir lors de notre événement !  A dimanche les copains et les copines !  #Run #Lyon http…"""
0.0,"""イヤアアアアアアアア！！！！！！！ 今回最高！！！！！！！  セクハラメール、ください！！！！！！！！"""
0.0,"""@GlyGoreغةككy2 @wa6ani_1                                      3كفممم.      م                    .كل ق"""
0.0,"""@geofani_rw setia? belum setia klo belum liat ini.. http://t.co/w3m95Wz9d9 http://t.co/W6fuh799cH"""
17.466419682567956,"""Sino yung mga nasa loob nung parang stage ba yun hahahaha  http://t.co/lSs3j6lFdb"""
0.0,"""リョージさん怖いな  #nhkらじらー"""
0.0,"""イケメン"""
0.0,"""Que dolor en el pie, jo derrrrr"""
0.0,"""@himenofu_momo おはありじぇーくん！！"""
0.0,"""RT @Sehunny94: รุ่นน้องขึ้นตัส "ฝันดีหรือไม่อยากคุย" โคตรจุก.."""
14.20229759286068,"""RT @galaxyjhjh: HAHAHA i dont understand him http://t.co/LFsEm3aPNx"""
0.0,"""#sexdating #dating Rosalinda -  Leeftijd: 54 Regio: Zuid-Holland Land: Nederland Geslacht: Vrouw Zoekt: ManMeer ove… http://t.co/nu4HhIBbis"""
0.0,"""@okakomaki   🎀名前→ おかこまき 👄呼び方→ こまき 👄呼ばれ方→ あんず 👀トプ画みて→ 体育祭うぇい🙌 🍒動物に例えるなら→ うるさいやつ(笑) 💟好きor嫌い→ 好き😏✌ 💌LINE交換→ してるンゴ〜 👫関係→ お友達、かな？←  ＃ふぁぼしたひとにやる"""
38.49927506068476,"""Good evening 😍"""
0.0,"""@kohinore 送れたかな？？＼(^o^)／"""
0.0,"""RT @anime_jojo: 渋谷…交差点…時が止まる…毎時50分… #jojo_anime  https://t.co/iSupMrDtMZ"""
0.0,"""RT @am_ampm: ขาไป - ขากลับ..... http://t.co/HStgcB9Cji"""
0.0,"""@mkuma3xxxx  ……しゅーん。"""
0.0,"""egi news: Gunung Sinabung 11 Kali Luncurkan Awan Panas Hari ini: Gunung Sinabung di Kabupaten Karo, Sumatera U... http://t.co/alpktJ9mwd"""
0.0,"""#savebakugames2015 #Azerbaijan #Baku2015 #EuropeanGames https://t.co/t7u25HMRd5"""
0.0,"""fakin ell  https://t.co/YQkFpRbK0S"""
0.0,"""あの人気ゲーの続編がついに！  iPhoneもAndroidも ⇒http://t.co/wjLXDBPUr9  今回もアブない展開が見逃せない！♡ http://t.co/2o08qApro4"""
0.0,"""@yukkuri0322 えっ？！そうなの…まぁ、ほとんどの人が嫌いだからね…でも、姉はやばい"""
0.0,"""Amour - Sexy Lingerie (White) http://t.co/nUwlxym5Em http://t.co/bqiFCshKow"""
29.34217334794923,"""Fieldpiece sman3 - Missing Clamps - Used - No Reserve! - Full read by eBay http://t.co/qBBv8RDnqA http://t.co/J4nux1qktB"""
108.51192898950642,"""Before the sweat last night, a great gig. Please do support the @SoiDogPhuket for their great work stopping cruelty. http://t.co/B3pNXbMhfL"""
73.25998068415154,"""The fire is spreading as far as the borders of Mozambique. Prayer is moving mountains."""
0.0,"""@xRaiZeR_ ya"""
7.272873428137682,"""Radio interview later"""
0.7324614654172338,"""Gio assilla così tanto con Justin Bieber, che stasera sono arrivata pure a sognarlo 😂😳"""
0.0,"""RT @itsyoo931122: 150613 목동팬싸 #기현 #kihyun #MONSTAX #몬스타엑스 http://t.co/S30LvfSbuU"""
0.0,"""Yarın ÖZERENKENT KOOP. GENEL KURULU VAR KANUNA AYKIRI OLARAK 2014 YILINDA YAPMADIKLARI GENEL KURULU 2015 GENEL KURULU İLE BİRLİK YAPIYORLAR-"""
21.980020672257563,"""RT @AsiehRakhshani: Support Democratic change in #Iran Join #Paris gathering. #IranFreedom http://t.co/XykhAXcdym #Iran_Maryam http://t.co/…"""
0.0,"""meu primo voltou p Cristo, tipo, ele namorava um cara e os dois estão indo p igreja 😍😍😍😍"""
22.75691641922563,"""#Tehran mullahs are D  central banker of terrorism in #IRAN http://t.co/Y1SYwkL4hC #CANADA #USA #Iran_Maryam"""
79.04119567024802,"""i can talk in bollywood songs all day"""
0.0,"""@TribunnHayattir kim onlar"""
0.0,"""ただいまー。さすがに疲れた。でも明日10時からトレーニングいれてしまったし、午後はハーディング。ダイジョブか、私。"""
110.5231297459332,"""@realstewy im trying to help indies get more exposure it would help alot if you would subscribe to this channel (link in bio)"""
0.0,"""Почему вы Москвичи нас Питерских не любите?"""
137.99353380263125,"""wala munang just the way you are dahil may comeback ang Sistar #pasensya"""
0.0,"""@space_spm 으음...끝말잇기 어때요?"""
0.0,"""@SAMAC_Fox 헐"""
26.675497095349545,"""RT @zupmacor: Lord kung di po sya para sakin, gawin mo na lang po ako para sa kanya. 😂😂😂😍😍😍"""
0.0,"""そして遠征から浦が帰ってきたらいつもの明石狩りに戻る"""
0.0,"""よく分からんが、米子の映画事変は排出する輩はロクなのがいないって事だな  今の企画自体がろくでも無いが"""
0.0,"""RT @_o_PEACE_o_: @TeleWALLET @thykenan @heliodocoutosi1 @radiotelegrafi1 @mszrestoration @2EclipseRecords @Poet_Carl_Watts #RT2GAIN"""
0.0,"""なぁに♡"""
0.0,"""フィンエアーA350きたか  rt"""
5.222745514355235,"""Genuine visionary of Mrs. Rajavi concluded to maximum international pressure &sanctions #Iran_Maryam"""
